sample_id,source_inventory,latitude,longitude,landslide,copernicus_elevation_m,copernicus_slope_deg,copernicus_aspect_deg,copernicus_plan_curvature,copernicus_profile_curvature,copernicus_twi,gpm_imerg_rainfall_1d_mm,gpm_imerg_rainfall_3d_mm,gpm_imerg_rainfall_7d_mm,gpm_imerg_peak_intensity_mm_h,smap_surface_moisture_m3m3,smap_rootzone_moisture_m3m3,smap_soil_saturation_ratio,sentinel1_sar_vv_db,sentinel1_sar_vh_db,sentinel1_polarimetric_ratio_vh_vv,sentinel1_interferometric_coherence,sentinel2_ndvi,sentinel2_ndwi,sentinel2_bsi,nasa_lhasa_nowcast_score,nasa_lhasa_antecedent_rainfall_index,nasa_lhasa_susceptibility_category,split
APDA-V2-POS-0093,NASA COOLR (Verified Event),24.83201,92.79944,1,1210.3,32.08,234.0,-0.07159,0.06779,5.9,86.37,254.95,348.57,20.01,0.414,0.378,0.786,-8.75,-16.4,-7.64,0.377,0.384,0.568,0.58,0.75,325.64,5.0,train
APDA-V2-NEG-0765,Spatial Negative Buffer Control,25.0538,92.65204,0,1364.8,2.89,191.3,-0.00224,0.02176,7.83,19.69,26.88,44.84,3.28,0.125,0.115,0.268,-14.8,-25.45,-10.65,0.76,0.876,-0.206,-0.025,0.185,20.99,2.0,train
APDA-V2-NEG-0154,Spatial Negative Buffer Control,25.46019,92.79148,0,1025.7,8.05,175.7,-0.01142,0.00824,6.69,12.56,24.98,57.0,2.09,0.233,0.214,0.491,-14.56,-19.25,-4.69,0.639,0.864,0.15,0.072,0.36,29.46,1.0,train
APDA-V2-NEG-0052,Spatial Negative Buffer Control,26.52982,91.60441,0,1786.7,11.61,281.7,0.00293,0.01238,5.95,0.21,11.93,30.85,0.04,0.167,0.153,0.361,-13.2,-25.11,-11.92,0.847,0.802,0.108,-0.055,0.417,15.97,1.0,train
APDA-V2-POS-0642,NASA COOLR (Verified Event),27.68543,88.58018,1,2417.6,31.52,190.9,-0.02655,0.0278,6.23,101.65,258.29,409.63,19.37,0.352,0.314,0.68,-6.82,-14.82,-8.01,0.376,0.48,0.65,0.404,0.926,330.79,5.0,train
APDA-V2-NEG-0037,Spatial Negative Buffer Control,27.74148,92.17016,0,2997.0,9.14,346.7,0.00482,0.00986,5.52,14.59,20.24,49.96,2.43,0.179,0.165,0.38,-13.55,-19.02,-5.47,0.45,0.838,-0.014,-0.096,0.185,31.85,1.0,train
APDA-V2-NEG-0616,Spatial Negative Buffer Control,25.57302,92.85572,0,1235.7,6.08,205.1,0.00536,0.00272,7.14,2.01,9.48,38.6,0.34,0.082,0.075,0.18,-13.42,-18.44,-5.02,0.834,0.629,-0.057,-0.011,0.48,16.27,1.0,train
APDA-V2-POS-0864,NASA COOLR (Verified Event),25.75329,91.8999,1,726.8,40.0,215.3,-0.03798,0.02029,5.25,82.14,181.55,355.34,15.35,0.437,0.388,0.858,-6.91,-14.61,-7.7,0.288,0.48,0.65,0.376,0.857,281.22,5.0,train
APDA-V2-NEG-0500,Spatial Negative Buffer Control,27.24405,93.41508,0,1634.3,9.62,162.4,0.01569,-0.00603,6.13,25.86,33.56,70.6,4.31,0.311,0.286,0.677,-18.22,-21.96,-3.74,0.75,0.684,-0.102,-0.185,0.204,33.26,2.0,train
APDA-V2-NEG-0681,Spatial Negative Buffer Control,25.24417,92.43071,0,1337.7,9.69,303.3,0.01097,0.00675,6.44,8.57,29.62,69.45,1.43,0.178,0.164,0.36,-14.28,-21.15,-6.87,0.736,0.634,-0.18,-0.061,0.148,33.57,1.0,train
APDA-V2-POS-0376,NASA COOLR (Verified Event),23.72834,92.71153,1,1358.0,38.12,1.3,-0.11913,0.04432,4.84,66.2,235.11,484.05,12.45,0.358,0.33,0.68,-8.85,-21.71,-12.87,0.42,0.48,0.65,0.545,0.893,372.82,5.0,train
APDA-V2-NEG-0198,Spatial Negative Buffer Control,24.62963,93.04332,0,519.6,0.42,223.6,-0.00589,-0.01315,9.31,8.31,19.13,46.15,1.39,0.071,0.065,0.143,-13.57,-18.16,-4.59,0.92,0.617,-0.186,0.12,0.362,23.59,1.0,train
APDA-V2-POS-0599,NASA COOLR (Verified Event),26.01757,93.41728,1,843.0,29.52,158.2,-0.05367,0.0662,6.58,90.13,155.19,454.73,18.93,0.494,0.448,0.887,-12.18,-16.89,-4.71,0.09,0.177,0.65,0.58,0.936,418.72,4.0,train
APDA-V2-POS-0344,NASA COOLR (Verified Event),25.06616,93.16237,1,1374.7,34.95,184.5,-0.05704,0.06979,5.29,128.34,177.65,382.43,17.66,0.485,0.46,0.977,-13.97,-17.09,-3.12,0.273,0.35,0.65,0.546,0.695,322.64,5.0,train
APDA-V2-NEG-0828,Spatial Negative Buffer Control,25.17223,92.50045,0,1422.5,9.23,45.1,0.00628,0.01153,6.21,7.63,30.6,63.95,1.27,0.199,0.183,0.457,-18.16,-23.63,-5.47,0.92,0.72,-0.25,-0.192,0.158,41.27,2.0,train
APDA-V2-POS-0336,NASA COOLR (Verified Event),27.04115,88.26555,1,1715.6,51.79,166.5,-0.09424,0.02649,5.4,139.35,202.21,305.9,19.4,0.369,0.33,0.68,-10.16,-20.04,-9.87,0.26,0.265,0.575,0.58,0.62,258.58,4.0,train
APDA-V2-NEG-0662,Spatial Negative Buffer Control,25.76111,93.21208,0,705.1,1.06,179.6,-8e-05,0.00134,7.08,0.54,4.46,15.41,0.09,0.049,0.045,0.108,-14.11,-21.01,-6.9,0.92,0.67,0.002,0.045,0.189,9.75,2.0,train
APDA-V2-POS-0291,NASA COOLR (Verified Event),24.79002,93.67946,1,1427.4,26.88,147.5,0.04151,-0.02069,6.73,75.19,208.03,417.68,17.71,0.4,0.359,0.786,-5.66,-15.47,-9.81,0.387,0.137,0.452,0.465,0.87,381.46,5.0,train
APDA-V2-NEG-0050,Spatial Negative Buffer Control,25.30816,92.95599,0,632.9,1.19,170.9,0.0009,0.0068,8.71,0.13,17.74,53.8,0.02,0.159,0.147,0.358,-10.83,-19.19,-8.36,0.87,0.578,-0.04,-0.047,0.079,25.18,1.0,train
APDA-V2-NEG-0638,Spatial Negative Buffer Control,25.46324,92.93869,0,1605.3,8.25,138.1,0.01693,0.00367,6.39,0.51,21.2,39.68,0.08,0.274,0.252,0.588,-18.38,-18.48,-0.1,0.888,0.657,-0.106,-0.166,0.14,18.56,2.0,train
APDA-V2-POS-0380,NASA COOLR (Verified Event),25.3008,91.70827,1,967.0,40.33,300.7,0.00522,0.09097,4.82,103.5,193.51,470.1,18.75,0.401,0.365,0.721,-7.15,-17.33,-10.18,0.198,0.48,0.498,0.58,0.98,430.58,5.0,train
APDA-V2-POS-0085,NASA COOLR (Verified Event),25.53266,91.86604,1,1368.4,41.49,167.8,-0.02794,0.07377,6.23,140.52,327.47,593.41,23.79,0.429,0.386,0.798,-4.15,-9.25,-5.1,0.209,0.284,0.65,0.56,0.924,456.82,4.0,train
APDA-V2-NEG-0422,Spatial Negative Buffer Control,25.55788,91.46032,0,1205.6,3.55,5.3,0.00855,-0.00923,7.17,14.81,26.49,54.78,2.47,0.168,0.155,0.346,-15.51,-18.77,-3.26,0.822,0.778,0.15,-0.01,0.471,32.15,2.0,train
APDA-V2-NEG-0606,Spatial Negative Buffer Control,25.19274,94.02873,0,1745.6,2.31,16.7,0.00054,-0.00195,8.07,8.72,33.32,52.74,1.45,0.1,0.092,0.208,-15.91,-21.94,-6.03,0.45,0.644,-0.056,-0.039,0.107,25.64,2.0,train
APDA-V2-POS-0539,NASA COOLR (Verified Event),27.1943,88.35659,1,2795.0,19.49,80.0,-0.07558,0.05,6.27,37.27,92.38,248.34,9.45,0.399,0.352,0.78,-10.22,-17.12,-6.9,0.42,0.418,0.65,0.58,0.898,207.64,5.0,train
APDA-V2-POS-0655,NASA COOLR (Verified Event),25.43936,92.19079,1,1794.4,48.91,180.8,-0.04082,0.00064,4.34,64.15,231.37,458.28,14.27,0.486,0.439,0.882,-12.15,-14.6,-2.45,0.267,0.305,0.392,0.271,0.62,415.95,5.0,train
APDA-V2-NEG-0036,Spatial Negative Buffer Control,27.00944,92.00362,0,3731.1,2.75,276.1,-0.00111,0.02602,7.5,5.88,27.07,42.94,0.98,0.23,0.212,0.501,-13.53,-24.18,-10.65,0.776,0.88,-0.09,-0.05,0.134,22.12,1.0,train
APDA-V2-NEG-0776,Spatial Negative Buffer Control,25.86544,94.29033,0,1226.4,0.51,278.4,0.00707,0.00478,9.23,11.91,33.0,50.66,1.99,0.116,0.107,0.24,-15.04,-26.83,-11.79,0.581,0.763,-0.144,-0.009,0.416,30.99,2.0,train
APDA-V2-POS-0677,NASA COOLR (Verified Event),25.6028,90.58073,1,604.7,33.72,183.7,-0.0392,0.02712,6.47,65.12,205.14,449.62,11.25,0.387,0.342,0.68,-14.13,-15.96,-1.83,0.42,0.48,0.342,0.571,0.941,362.21,5.0,train
APDA-V2-NEG-0873,Spatial Negative Buffer Control,27.38008,88.35595,0,3682.3,1.17,197.1,0.01781,0.00985,8.1,1.99,23.18,34.16,0.33,0.126,0.116,0.291,-12.31,-21.51,-9.2,0.733,0.767,-0.093,-0.032,0.469,19.71,3.0,train
APDA-V2-NEG-0441,Spatial Negative Buffer Control,27.36257,88.6344,0,3243.2,10.09,220.6,0.01459,0.00461,6.33,10.13,12.37,46.61,1.69,0.216,0.198,0.464,-14.38,-21.46,-7.08,0.603,0.88,-0.024,-0.2,0.219,28.86,2.0,train
APDA-V2-NEG-0456,Spatial Negative Buffer Control,27.77145,92.06937,0,1438.7,1.85,326.2,0.0022,0.00542,6.66,1.85,18.24,35.2,0.31,0.183,0.168,0.416,-14.89,-20.54,-5.65,0.74,0.836,0.072,-0.152,0.154,21.47,2.0,train
APDA-V2-POS-0844,NASA COOLR (Verified Event),25.44074,92.1967,1,1146.1,35.84,191.6,-0.04919,0.0594,5.87,67.81,166.53,227.91,10.9,0.404,0.367,0.741,-10.59,-17.01,-6.42,0.156,0.297,0.599,0.58,0.62,211.09,5.0,train
APDA-V2-POS-0038,NASA COOLR (Verified Event),27.10475,93.61508,1,3061.9,30.44,287.9,-0.0229,0.01522,5.17,67.16,179.9,466.23,13.93,0.446,0.397,0.878,-5.13,-15.82,-10.69,0.42,0.48,0.65,0.58,0.62,417.44,5.0,train
APDA-V2-POS-0534,NASA COOLR (Verified Event),24.82442,92.80319,1,271.0,42.49,212.1,-0.01242,0.05506,5.49,83.12,147.34,425.25,16.13,0.463,0.422,0.941,-6.27,-12.91,-6.63,0.329,0.208,0.65,0.58,0.833,361.39,5.0,train
APDA-V2-POS-0316,NASA COOLR (Verified Event),25.53787,91.87258,1,1679.1,37.13,140.0,-0.08413,-0.01663,5.63,58.01,263.83,389.82,12.32,0.503,0.466,0.957,-9.46,-11.87,-2.41,0.42,0.397,0.65,0.58,0.93,304.81,5.0,train
APDA-V2-POS-0598,NASA COOLR (Verified Event),26.17274,91.75612,1,1582.4,30.54,192.1,-0.06704,0.0584,6.17,68.79,144.93,369.17,11.09,0.415,0.372,0.768,-11.86,-15.31,-3.45,0.378,0.477,0.65,0.58,0.62,297.73,5.0,train
APDA-V2-POS-0002,NASA COOLR (Verified Event),25.30338,91.71488,1,1594.5,29.95,200.3,0.00855,0.05568,6.35,121.75,167.04,415.55,20.79,0.471,0.432,0.878,-6.78,-17.28,-10.5,0.286,0.353,0.65,0.58,0.671,389.96,5.0,train
APDA-V2-NEG-0607,Spatial Negative Buffer Control,23.46639,93.05776,0,324.6,0.46,352.4,-0.00348,-0.00162,9.53,6.79,8.04,16.35,1.13,0.11,0.101,0.229,-11.77,-14.79,-3.01,0.785,0.823,0.15,-0.123,0.205,8.45,2.0,train
APDA-V2-NEG-0376,Spatial Negative Buffer Control,24.03043,92.95192,0,1309.3,4.47,225.5,0.00262,0.01156,7.27,16.16,21.23,45.51,2.69,0.248,0.228,0.543,-20.36,-20.51,-0.15,0.851,0.727,-0.03,-0.154,0.176,29.3,2.0,train
APDA-V2-POS-0694,NASA COOLR (Verified Event),25.53452,91.87114,1,1016.2,18.54,219.1,-0.0936,0.01425,6.07,53.37,218.86,345.23,9.16,0.448,0.407,0.921,-8.97,-16.5,-7.53,0.42,0.292,0.65,0.58,0.783,303.9,5.0,train
APDA-V2-POS-0777,NASA COOLR (Verified Event),27.03651,88.26885,1,3108.2,26.88,180.4,-0.04665,0.03209,5.77,113.91,321.58,472.64,29.89,0.477,0.428,0.865,-9.13,-19.01,-9.88,0.42,0.156,0.65,0.455,0.851,378.07,5.0,train
APDA-V2-NEG-0378,Spatial Negative Buffer Control,27.22347,87.87357,0,3636.8,4.22,115.4,-0.00715,0.003,7.25,0.31,15.0,27.35,0.05,0.134,0.124,0.294,-16.55,-13.99,2.57,0.838,0.798,-0.029,-0.074,0.131,14.15,3.0,train
APDA-V2-NEG-0092,Spatial Negative Buffer Control,25.47018,93.42875,0,1864.4,7.38,185.7,0.00706,0.0051,5.22,0.79,19.67,31.33,0.13,0.205,0.188,0.433,-18.7,-20.05,-1.35,0.636,0.55,-0.148,-0.1,0.388,19.9,1.0,train
APDA-V2-NEG-0362,Spatial Negative Buffer Control,25.45155,90.26093,0,1492.6,9.03,135.6,-0.00027,-0.00427,6.58,8.36,17.2,48.09,1.39,0.152,0.139,0.353,-14.58,-19.16,-4.58,0.814,0.821,0.051,-0.2,0.243,27.44,2.0,train
APDA-V2-NEG-0127,Spatial Negative Buffer Control,25.97785,92.23674,0,1461.5,5.67,119.0,0.01352,-0.00179,5.35,6.58,26.91,54.77,1.1,0.123,0.113,0.289,-13.15,-20.07,-6.92,0.879,0.739,-0.157,-0.027,0.052,35.4,1.0,train
APDA-V2-NEG-0216,Spatial Negative Buffer Control,25.892,91.70796,0,1116.1,4.01,289.5,0.00899,-0.00152,7.56,0.99,12.09,16.76,0.17,0.221,0.203,0.45,-13.56,-17.11,-3.55,0.704,0.88,0.15,-0.054,0.48,10.69,2.0,train
APDA-V2-NEG-0029,Spatial Negative Buffer Control,25.39626,93.5046,0,1168.7,4.62,225.4,-0.00289,-0.01081,6.99,27.0,33.97,64.74,4.5,0.125,0.115,0.296,-11.65,-20.38,-8.73,0.542,0.798,-0.168,-0.116,0.113,36.77,2.0,train
APDA-V2-POS-0571,NASA COOLR (Verified Event),25.44245,92.19123,1,808.9,33.54,209.6,-0.03941,0.0544,6.37,206.53,275.97,363.57,28.88,0.403,0.368,0.802,-16.58,-15.22,1.37,0.238,0.348,0.51,0.432,0.62,287.77,5.0,train
APDA-V2-POS-0049,NASA COOLR (Verified Event),25.19628,93.03253,1,1784.8,36.3,178.5,-0.12582,0.00814,6.41,132.84,340.62,532.05,27.59,0.469,0.428,0.856,-9.05,-14.59,-5.54,0.123,0.27,0.281,0.549,0.885,467.6,4.0,train
APDA-V2-POS-0359,NASA COOLR (Verified Event),25.30487,91.71125,1,1895.9,37.84,199.8,-0.00848,0.02898,6.25,123.81,328.52,618.07,20.83,0.507,0.461,0.922,-8.38,-19.15,-10.78,0.42,0.261,0.413,0.531,0.768,517.95,4.0,train
APDA-V2-NEG-0847,Spatial Negative Buffer Control,25.54713,93.1543,0,705.2,1.13,60.2,0.00316,0.0081,8.01,0.25,1.97,11.14,0.04,0.057,0.052,0.114,-13.92,-20.49,-6.57,0.686,0.783,0.082,-0.192,0.113,4.71,1.0,train
APDA-V2-POS-0390,NASA COOLR (Verified Event),27.6897,88.58496,1,1409.4,44.32,203.1,-0.06747,0.06192,5.53,48.97,98.61,267.57,14.6,0.46,0.411,0.923,-12.06,-9.73,2.33,0.277,0.461,0.586,0.58,0.714,243.64,4.0,train
APDA-V2-NEG-0900,Spatial Negative Buffer Control,24.52835,93.95418,0,1221.1,9.35,122.9,0.01984,0.00428,6.23,16.55,31.52,35.15,2.76,0.175,0.161,0.35,-10.44,-20.91,-10.47,0.817,0.88,-0.144,-0.065,0.273,18.92,1.0,train
APDA-V2-POS-0168,NASA COOLR (Verified Event),27.03928,88.25895,1,2708.7,34.08,170.2,-0.05335,0.03481,6.46,35.0,115.41,361.77,7.2,0.333,0.299,0.68,-12.08,-11.6,0.49,0.392,0.344,0.641,0.58,0.657,333.45,5.0,train
APDA-V2-NEG-0728,Spatial Negative Buffer Control,27.55375,88.65071,0,2574.5,3.51,158.1,0.00105,-0.0027,7.16,1.85,26.2,49.38,0.31,0.129,0.118,0.296,-14.28,-16.13,-1.85,0.643,0.723,0.085,-0.129,0.14,24.84,1.0,train
APDA-V2-NEG-0242,Spatial Negative Buffer Control,25.75672,93.67653,0,944.6,6.99,86.1,0.01091,0.01398,6.81,0.49,0.71,37.63,0.08,0.137,0.126,0.277,-14.98,-19.43,-4.44,0.541,0.55,-0.081,-0.07,0.235,22.56,3.0,train
APDA-V2-NEG-0523,Spatial Negative Buffer Control,23.3465,93.0951,0,541.4,15.29,50.8,0.01676,0.01976,5.31,0.23,1.51,18.51,0.04,0.083,0.077,0.167,-12.48,-19.72,-7.24,0.482,0.792,-0.038,-0.065,0.211,7.56,1.0,train
APDA-V2-POS-0541,NASA COOLR (Verified Event),27.57996,91.87649,1,1849.2,24.0,169.3,-0.06766,0.03587,6.85,109.62,161.34,338.81,20.26,0.456,0.412,0.933,-10.22,-11.24,-1.02,0.297,0.48,0.454,0.58,0.648,314.73,5.0,train
APDA-V2-POS-0719,NASA COOLR (Verified Event),25.59813,90.57816,1,851.7,26.39,214.3,-0.0954,0.01366,5.94,141.53,275.6,436.15,24.52,0.347,0.317,0.68,-13.43,-16.8,-3.37,0.105,0.48,0.65,0.58,0.902,364.09,4.0,train
APDA-V2-POS-0663,NASA COOLR (Verified Event),27.69345,88.5901,1,1763.5,44.93,198.8,-0.04188,0.07338,5.68,74.57,239.9,409.94,12.86,0.344,0.311,0.681,-9.92,-17.26,-7.34,0.42,0.48,0.217,0.438,0.773,337.65,5.0,train
APDA-V2-POS-0800,NASA COOLR (Verified Event),25.2986,91.71503,1,901.7,46.24,175.9,-0.02951,-0.00846,5.96,55.1,260.69,474.58,10.85,0.459,0.414,0.84,-7.78,-12.48,-4.7,0.42,0.46,0.513,0.58,0.783,365.9,4.0,train
APDA-V2-POS-0061,NASA COOLR (Verified Event),23.7325,92.71439,1,1381.8,32.24,221.9,-0.09699,0.05272,6.29,52.68,132.43,261.25,10.55,0.48,0.434,0.932,-9.24,-17.56,-8.31,0.111,0.48,0.563,0.345,0.918,243.72,5.0,train
APDA-V2-NEG-0088,Spatial Negative Buffer Control,25.2954,91.95108,0,779.2,9.47,173.9,-0.01019,0.00152,6.77,7.67,20.71,34.99,1.28,0.161,0.148,0.327,-12.84,-24.53,-11.69,0.609,0.759,-0.158,-0.117,0.384,16.02,1.0,train
APDA-V2-POS-0248,NASA COOLR (Verified Event),27.09628,93.61796,1,1511.7,45.33,220.5,-0.03958,0.03508,6.09,90.55,154.67,452.89,16.9,0.347,0.303,0.68,-11.77,-14.67,-2.91,0.39,0.12,0.555,0.58,0.955,424.24,4.0,train
APDA-V2-POS-0339,NASA COOLR (Verified Event),25.75069,91.90598,1,1145.1,34.67,76.1,-0.04048,0.01396,5.89,63.72,169.91,429.75,13.98,0.429,0.387,0.815,-10.54,-15.02,-4.48,0.282,0.346,0.65,0.419,0.933,389.27,4.0,train
APDA-V2-POS-0378,NASA COOLR (Verified Event),27.04139,88.26208,1,2989.5,34.19,140.1,-0.04196,0.05633,6.38,84.54,170.91,290.87,21.36,0.429,0.392,0.854,-6.1,-16.52,-10.42,0.08,0.211,0.37,0.58,0.842,231.95,5.0,train
APDA-V2-NEG-0397,Spatial Negative Buffer Control,24.00242,93.01243,0,702.1,0.99,70.6,-4e-05,-0.0004,7.7,0.16,14.75,21.18,0.03,0.22,0.203,0.478,-14.13,-24.76,-10.62,0.45,0.726,0.009,-0.051,0.116,9.05,1.0,train
APDA-V2-POS-0103,NASA COOLR (Verified Event),23.73481,92.7187,1,1254.5,37.46,151.5,-0.00316,0.0062,5.73,55.15,219.63,356.38,14.31,0.481,0.441,0.864,-6.11,-17.78,-11.68,0.088,0.48,0.65,0.58,0.837,301.55,4.0,train
APDA-V2-POS-0720,NASA COOLR (Verified Event),25.56984,91.8829,1,1758.0,39.56,207.3,-0.01007,0.07566,5.98,94.84,147.05,266.26,18.99,0.422,0.377,0.831,-12.32,-13.99,-1.67,0.186,0.382,0.604,0.58,0.793,201.7,4.0,train
APDA-V2-POS-0241,NASA COOLR (Verified Event),26.17044,91.755,1,1919.4,43.75,232.7,-0.09028,0.02225,5.18,51.7,132.46,425.28,10.57,0.504,0.462,0.94,-8.39,-14.4,-6.0,0.217,0.389,0.65,0.238,0.62,344.9,5.0,train
APDA-V2-NEG-0258,Spatial Negative Buffer Control,25.33064,92.10409,0,1702.4,8.26,118.3,-0.00843,0.00631,6.53,4.31,14.77,45.92,0.72,0.147,0.135,0.333,-13.62,-23.79,-10.17,0.691,0.762,-0.016,-0.055,0.173,20.06,1.0,train
APDA-V2-POS-0574,NASA COOLR (Verified Event),25.18851,93.01811,1,632.8,23.34,153.5,-0.06813,0.02525,6.7,63.14,231.62,328.3,12.45,0.411,0.367,0.791,-13.46,-16.11,-2.65,0.274,0.324,0.65,0.571,0.809,279.42,5.0,train
APDA-V2-NEG-0357,Spatial Negative Buffer Control,27.23019,88.69491,0,1588.3,3.29,231.9,-0.00456,-0.00191,7.74,4.64,21.71,57.43,0.77,0.361,0.332,0.743,-14.35,-20.21,-5.86,0.613,0.622,-0.129,-0.111,0.305,26.22,3.0,train
APDA-V2-NEG-0860,Spatial Negative Buffer Control,25.9724,94.23328,0,1631.1,9.43,179.2,0.00739,-0.01464,6.46,4.26,12.5,45.72,0.71,0.083,0.076,0.174,-13.06,-22.22,-9.16,0.481,0.712,-0.002,-0.116,0.027,26.24,1.0,train
APDA-V2-POS-0561,NASA COOLR (Verified Event),27.34826,92.41896,1,3719.7,49.26,128.3,-0.09039,0.02979,5.54,151.6,342.27,591.19,24.05,0.347,0.305,0.68,-6.72,-17.23,-10.51,0.21,0.288,0.232,0.478,0.789,527.5,5.0,train
APDA-V2-POS-0866,NASA COOLR (Verified Event),25.59727,90.57878,1,1390.6,43.1,226.6,-0.01424,0.02426,5.51,109.61,253.73,338.42,16.54,0.342,0.307,0.68,-11.08,-16.84,-5.76,0.08,0.48,0.65,0.3,0.736,258.03,5.0,train
APDA-V2-NEG-0845,Spatial Negative Buffer Control,25.79402,90.34599,0,667.6,1.9,359.7,-0.02022,-0.00287,7.37,3.89,25.0,59.49,0.65,0.216,0.199,0.502,-18.05,-21.0,-2.94,0.721,0.772,-0.022,-0.044,0.112,37.65,2.0,train
APDA-V2-POS-0847,NASA COOLR (Verified Event),25.18391,93.01455,1,1418.4,36.28,203.2,-0.03892,0.06808,5.85,65.6,219.07,515.55,11.66,0.495,0.452,0.909,-8.36,-12.49,-4.13,0.42,0.429,0.65,0.505,0.934,487.78,4.0,train
APDA-V2-NEG-0041,Spatial Negative Buffer Control,25.54578,93.9358,0,977.1,5.14,109.9,0.01837,0.00198,7.15,2.11,25.89,46.98,0.35,0.275,0.253,0.62,-16.2,-22.47,-6.27,0.765,0.849,-0.043,-0.042,0.433,30.19,2.0,train
APDA-V2-NEG-0700,Spatial Negative Buffer Control,24.90795,92.74835,0,990.8,1.91,20.7,-0.0054,0.0162,7.92,28.0,42.05,59.33,4.67,0.168,0.155,0.398,-15.69,-16.64,-0.95,0.669,0.73,-0.12,-0.089,0.257,23.8,2.0,train
APDA-V2-POS-0737,NASA COOLR (Verified Event),25.30154,91.72024,1,1130.4,30.49,198.1,-0.06206,0.01575,5.58,126.44,199.43,365.71,31.8,0.336,0.31,0.68,-10.08,-14.99,-4.91,0.149,0.48,0.508,0.471,0.918,304.98,5.0,train
APDA-V2-POS-0815,NASA COOLR (Verified Event),27.09646,93.61363,1,2040.9,33.84,208.7,-0.02064,0.00431,6.39,60.8,206.96,468.25,13.07,0.435,0.385,0.77,-8.59,-16.07,-7.48,0.413,0.48,0.624,0.58,0.945,437.56,4.0,train
APDA-V2-NEG-0297,Spatial Negative Buffer Control,25.3655,91.78122,0,912.5,0.64,31.8,-0.00337,0.00589,8.05,0.62,5.47,33.89,0.1,0.251,0.231,0.583,-14.75,-23.21,-8.45,0.778,0.713,0.029,-0.095,0.48,17.56,2.0,train
APDA-V2-NEG-0239,Spatial Negative Buffer Control,25.4684,93.50099,0,1871.8,9.57,309.8,0.0193,-0.00944,5.67,0.64,10.99,41.69,0.11,0.271,0.249,0.575,-14.68,-22.16,-7.49,0.856,0.793,0.134,-0.174,0.12,20.73,1.0,train
APDA-V2-NEG-0473,Spatial Negative Buffer Control,26.32967,93.14773,0,1295.1,1.42,235.3,-0.00018,0.00452,8.25,22.1,25.06,29.96,3.68,0.218,0.2,0.505,-15.85,-23.83,-7.98,0.795,0.855,-0.1,-0.123,0.28,14.46,2.0,train
APDA-V2-POS-0659,NASA COOLR (Verified Event),25.07398,93.14802,1,1772.7,41.59,204.7,-0.04751,0.07672,5.64,173.56,268.87,339.59,27.57,0.417,0.385,0.784,-8.47,-16.46,-7.99,0.148,0.48,0.439,0.58,0.712,307.0,4.0,train
APDA-V2-POS-0563,NASA COOLR (Verified Event),27.08972,93.61979,1,3499.7,32.58,154.6,-0.06357,0.03616,6.43,103.83,269.44,526.99,18.73,0.516,0.478,0.954,-9.9,-14.59,-4.68,0.273,0.376,0.65,0.552,0.788,441.17,5.0,train
APDA-V2-NEG-0872,Spatial Negative Buffer Control,25.89038,93.63831,0,951.6,0.09,118.4,0.02202,0.00618,8.75,10.42,29.03,55.11,1.74,0.281,0.258,0.602,-16.26,-22.16,-5.9,0.692,0.552,0.148,-0.097,0.108,35.19,2.0,train
APDA-V2-NEG-0309,Spatial Negative Buffer Control,27.63735,92.5947,0,3560.4,4.17,233.7,0.01004,0.01577,5.78,4.98,18.86,37.84,0.83,0.083,0.077,0.167,-11.44,-21.67,-10.23,0.542,0.55,-0.184,-0.099,0.184,24.22,1.0,train
APDA-V2-NEG-0722,Spatial Negative Buffer Control,24.85688,92.72044,0,943.1,6.17,250.2,0.00419,-0.00424,6.52,4.23,16.4,55.73,0.7,0.137,0.126,0.284,-17.11,-23.54,-6.43,0.66,0.804,-0.083,-0.037,0.355,23.99,3.0,train
APDA-V2-POS-0274,NASA COOLR (Verified Event),25.54002,91.87838,1,629.9,47.48,138.4,0.00642,0.01729,5.43,125.78,198.6,434.41,27.94,0.368,0.334,0.68,-12.17,-17.17,-5.0,0.42,0.48,0.501,0.493,0.899,332.29,4.0,train
APDA-V2-POS-0818,NASA COOLR (Verified Event),25.67374,94.10218,1,833.3,31.09,234.8,-0.00776,0.03696,5.91,124.79,199.33,333.16,29.73,0.392,0.348,0.68,-10.05,-16.06,-6.01,0.42,0.311,0.593,0.58,0.873,257.76,5.0,train
APDA-V2-NEG-0104,Spatial Negative Buffer Control,25.81853,93.73472,0,1272.5,1.62,164.4,-0.01565,0.00943,7.08,5.25,29.64,55.24,0.88,0.235,0.216,0.478,-14.56,-24.92,-10.36,0.45,0.783,0.055,-0.135,0.319,26.17,2.0,train
APDA-V2-POS-0304,NASA COOLR (Verified Event),26.16703,91.75941,1,1606.8,33.76,148.4,-0.057,-0.02368,6.37,41.95,103.31,232.73,10.08,0.42,0.389,0.764,-10.72,-13.17,-2.45,0.2,0.48,0.578,0.58,0.819,185.6,5.0,train
APDA-V2-NEG-0582,Spatial Negative Buffer Control,27.76708,92.11058,0,1958.8,1.61,249.1,0.00753,0.01229,7.78,3.51,4.88,40.4,0.58,0.31,0.286,0.628,-14.53,-17.58,-3.05,0.784,0.663,-0.056,-0.168,0.399,16.75,1.0,train
